time;t_2m_C_n;global_rad_W_per_m2_n
2021-05-15 15:00:00+00:00;-0.1872;-0.8819
2021-05-15 15:15:00+00:00;-0.1872;-0.8937
2021-05-15 15:30:00+00:00;-0.1872;-0.9087
2021-05-15 15:45:00+00:00;-0.1916;-0.9119
2021-05-15 16:00:00+00:00;-0.1872;-0.9361
2021-05-15 16:15:00+00:00;-0.1872;-0.949
2021-05-15 16:30:00+00:00;-0.1916;-0.9501
2021-05-15 16:45:00+00:00;-0.1894;-0.9458
2021-05-15 17:00:00+00:00;-0.1916;-0.964
2021-05-15 17:15:00+00:00;-0.1916;-0.964
2021-05-15 17:30:00+00:00;-0.196;-0.934
2021-05-15 17:45:00+00:00;-0.1894;-0.9587
2021-05-15 18:00:00+00:00;-0.1916;-0.9817
2021-05-15 18:15:00+00:00;-0.1982;-0.9893
2021-05-15 18:30:00+00:00;-0.196;-0.9952
2021-05-15 18:45:00+00:00;-0.2004;-0.9952
2021-05-15 19:00:00+00:00;-0.2004;-0.9957
2021-05-15 19:15:00+00:00;-0.196;-0.9968
2021-05-15 19:30:00+00:00;-0.2004;-0.9968
2021-05-15 19:45:00+00:00;-0.2159;-0.9968
2021-05-15 20:00:00+00:00;-0.2181;-0.9968
2021-05-15 20:15:00+00:00;-0.2225;-0.9968
2021-05-15 20:30:00+00:00;-0.2269;-0.9968
2021-05-15 20:45:00+00:00;-0.2247;-0.9968
2021-05-15 21:00:00+00:00;-0.2269;-0.9968
2021-05-15 21:15:00+00:00;-0.2335;-0.9979
2021-05-15 21:30:00+00:00;-0.2357;-0.9968
2021-05-15 21:45:00+00:00;-0.2225;-0.9968
2021-05-15 22:00:00+00:00;-0.2093;-0.9968
2021-05-15 22:15:00+00:00;-0.2159;-0.9968
2021-05-15 22:30:00+00:00;-0.2137;-0.9968
2021-05-15 22:45:00+00:00;-0.2159;-0.9968
2021-05-15 23:00:00+00:00;-0.2093;-0.9968
2021-05-15 23:15:00+00:00;-0.2159;-0.9968
2021-05-15 23:30:00+00:00;-0.2181;-0.9968
2021-05-15 23:45:00+00:00;-0.2203;-0.9968
2021-05-16 00:00:00+00:00;-0.2137;-0.9968
2021-05-16 00:15:00+00:00;-0.2181;-0.9968
2021-05-16 00:30:00+00:00;-0.2137;-0.9968
2021-05-16 00:45:00+00:00;-0.2313;-0.9968
2021-05-16 01:00:00+00:00;-0.2401;-0.9968
2021-05-16 01:15:00+00:00;-0.2335;-0.9979
2021-05-16 01:30:00+00:00;-0.2225;-0.9968
2021-05-16 01:45:00+00:00;-0.2225;-0.9968
2021-05-16 02:00:00+00:00;-0.2225;-0.9968
2021-05-16 02:15:00+00:00;-0.2379;-0.9957
2021-05-16 02:30:00+00:00;-0.2621;-0.9968
2021-05-16 02:45:00+00:00;-0.2423;-0.9968
2021-05-16 03:00:00+00:00;-0.2489;-0.9968
2021-05-16 03:15:00+00:00;-0.2511;-0.9968
2021-05-16 03:30:00+00:00;-0.2357;-0.9962
2021-05-16 03:45:00+00:00;-0.2313;-0.9909
2021-05-16 04:00:00+00:00;-0.2401;-0.971
2021-05-16 04:15:00+00:00;-0.2357;-0.9463
2021-05-16 04:30:00+00:00;-0.2313;-0.9259
2021-05-16 04:45:00+00:00;-0.2269;-0.8271
2021-05-16 05:00:00+00:00;-0.2048;-0.7396
2021-05-16 05:15:00+00:00;-0.1872;-0.6752
2021-05-16 05:30:00+00:00;-0.1828;-0.5554
2021-05-16 05:45:00+00:00;-0.1498;-0.4158
2021-05-16 06:00:00+00:00;-0.1123;-0.6365
2021-05-16 06:15:00+00:00;-0.141;-0.7396
2021-05-16 06:30:00+00:00;-0.1388;-0.6779
2021-05-16 06:45:00+00:00;-0.1388;-0.4717
2021-05-16 07:00:00+00:00;-0.1123;-0.6387
2021-05-16 07:15:00+00:00;-0.1167;-0.5968
2021-05-16 07:30:00+00:00;-0.1123;-0.3278
2021-05-16 07:45:00+00:00;-0.0925;-0.2902
2021-05-16 08:00:00+00:00;-0.0683;-0.3525
2021-05-16 08:15:00+00:00;-0.0595;-0.3761
2021-05-16 08:30:00+00:00;-0.0683;-0.1313
2021-05-16 08:45:00+00:00;-0.0154;-0.0164
2021-05-16 09:00:00+00:00;-0.0022;-0.1603
2021-05-16 09:15:00+00:00;0.0154;-0.2537
2021-05-16 09:30:00+00:00;0.011;-0.244
2021-05-16 09:45:00+00:00;0.0132;-0.2505
2021-05-16 10:00:00+00:00;0.0198;-0.3417
2021-05-16 10:15:00+00:00;0.0308;-0.4201
2021-05-16 10:30:00+00:00;0.0286;-0.7353
2021-05-16 10:45:00+00:00;0.0066;-0.7611
2021-05-16 11:00:00+00:00;0.0022;-0.7256
2021-05-16 11:15:00+00:00;-0.011;-0.6537
2021-05-16 11:30:00+00:00;-0.011;-0.7047
2021-05-16 11:45:00+00:00;-0.0286;-0.7187
2021-05-16 12:00:00+00:00;-0.0595;-0.5919
2021-05-16 12:15:00+00:00;-0.0595;-0.6338
2021-05-16 12:30:00+00:00;-0.0551;-0.7111
2021-05-16 12:45:00+00:00;-0.0683;-0.7552
2021-05-16 13:00:00+00:00;-0.0771;-0.6644
2021-05-16 13:15:00+00:00;-0.0815;-0.7568
2021-05-16 13:30:00+00:00;-0.0859;-0.8749
2021-05-16 13:45:00+00:00;-0.0991;-0.9103
2021-05-16 14:00:00+00:00;-0.1079;-0.8711
2021-05-16 14:15:00+00:00;-0.1145;-0.8991
2021-05-16 14:30:00+00:00;-0.1211;-0.8266
2021-05-16 14:45:00+00:00;-0.1233;-0.9028
2021-05-16 15:00:00+00:00;-0.13;-0.9039
2021-05-16 15:15:00+00:00;-0.1366;-0.8481
2021-05-16 15:30:00+00:00;-0.1344;-0.8325
2021-05-16 15:45:00+00:00;-0.13;-0.6574
2021-05-16 16:00:00+00:00;-0.1211;-0.694
2021-05-16 16:15:00+00:00;-0.1189;-0.7144
2021-05-16 16:30:00+00:00;-0.0991;-0.8695
2021-05-16 16:45:00+00:00;-0.1145;-0.9221
2021-05-16 17:00:00+00:00;-0.1256;-0.9055
2021-05-16 17:15:00+00:00;-0.1256;-0.9162
2021-05-16 17:30:00+00:00;-0.1256;-0.9264
2021-05-16 17:45:00+00:00;-0.1256;-0.9307
2021-05-16 18:00:00+00:00;-0.1256;-0.9458
2021-05-16 18:15:00+00:00;-0.141;-0.9597
2021-05-16 18:30:00+00:00;-0.1608;-0.985
2021-05-16 18:45:00+00:00;-0.174;-0.9936
2021-05-16 19:00:00+00:00;-0.174;-0.9968
2021-05-16 19:15:00+00:00;-0.1542;-0.9968
2021-05-16 19:30:00+00:00;-0.1432;-0.9968
2021-05-16 19:45:00+00:00;-0.1432;-0.9968
2021-05-16 20:00:00+00:00;-0.1564;-0.9968
2021-05-16 20:15:00+00:00;-0.1784;-0.9968
2021-05-16 20:30:00+00:00;-0.1916;-0.9973
2021-05-16 20:45:00+00:00;-0.1718;-0.9984
2021-05-16 21:00:00+00:00;-0.152;-0.9979
2021-05-16 21:15:00+00:00;-0.1652;-0.9968
2021-05-16 21:30:00+00:00;-0.174;-0.9968
2021-05-16 21:45:00+00:00;-0.1828;-0.9968
2021-05-16 22:00:00+00:00;-0.2004;-0.9968
2021-05-16 22:15:00+00:00;-0.1938;-0.9968
2021-05-16 22:30:00+00:00;-0.1608;-0.9984
2021-05-16 22:45:00+00:00;-0.1608;-0.9973
2021-05-16 23:00:00+00:00;-0.174;-0.9968
2021-05-16 23:15:00+00:00;-0.1916;-0.9957
2021-05-16 23:30:00+00:00;-0.2093;-0.9962
2021-05-16 23:45:00+00:00;-0.2115;-0.9962
2021-05-17 00:00:00+00:00;-0.2137;-0.9968
2021-05-17 00:15:00+00:00;-0.2181;-0.9968
2021-05-17 00:30:00+00:00;-0.2269;-0.9968
2021-05-17 00:45:00+00:00;-0.2159;-0.9968
2021-05-17 01:00:00+00:00;-0.2269;-0.9968
2021-05-17 01:15:00+00:00;-0.2291;-0.9957
2021-05-17 01:30:00+00:00;-0.2225;-0.9968
2021-05-17 01:45:00+00:00;-0.2269;-0.9968
2021-05-17 02:00:00+00:00;-0.2313;-0.9957
2021-05-17 02:15:00+00:00;-0.2489;-0.9979
2021-05-17 02:30:00+00:00;-0.2577;-0.9968
2021-05-17 02:45:00+00:00;-0.2775;-0.9968
2021-05-17 03:00:00+00:00;-0.2709;-0.9979
2021-05-17 03:15:00+00:00;-0.2533;-0.9968
2021-05-17 03:30:00+00:00;-0.2313;-0.9946
2021-05-17 03:45:00+00:00;-0.2313;-0.9871
2021-05-17 04:00:00+00:00;-0.2445;-0.9774
2021-05-17 04:15:00+00:00;-0.2357;-0.9785
2021-05-17 04:30:00+00:00;-0.2401;-0.9812
2021-05-17 04:45:00+00:00;-0.2511;-0.9544
2021-05-17 05:00:00+00:00;-0.2665;-0.9082
2021-05-17 05:15:00+00:00;-0.2401;-0.9103
2021-05-17 05:30:00+00:00;-0.2313;-0.8448
2021-05-17 05:45:00+00:00;-0.2291;-0.7976
2021-05-17 06:00:00+00:00;-0.2137;-0.7246
2021-05-17 06:15:00+00:00;-0.196;-0.6956
2021-05-17 06:30:00+00:00;-0.1872;-0.5415
2021-05-17 06:45:00+00:00;-0.1806;-0.6596
2021-05-17 07:00:00+00:00;-0.1828;-0.6118
2021-05-17 07:15:00+00:00;-0.1872;-0.6623
2021-05-17 07:30:00+00:00;-0.2004;-0.4642
2021-05-17 07:45:00+00:00;-0.1872;-0.5264
2021-05-17 08:00:00+00:00;-0.2004;-0.2279
2021-05-17 08:15:00+00:00;-0.152;0.1039
2021-05-17 08:30:00+00:00;-0.1211;0.2054
2021-05-17 08:45:00+00:00;-0.1145;0.0561
2021-05-17 09:00:00+00:00;-0.0991;0.1286
2021-05-17 09:15:00+00:00;-0.1013;0.0395
2021-05-17 09:30:00+00:00;-0.1079;0.3498
2021-05-17 09:45:00+00:00;-0.0661;0.0384
2021-05-17 10:00:00+00:00;-0.0815;-0.506
2021-05-17 10:15:00+00:00;-0.1101;-0.5554
2021-05-17 10:30:00+00:00;-0.1211;-0.2762
2021-05-17 10:45:00+00:00;-0.0837;0.2736
2021-05-17 11:00:00+00:00;-0.033;0.0813
2021-05-17 11:15:00+00:00;-0.0264;0.2328
2021-05-17 11:30:00+00:00;0.0066;0.1984
2021-05-17 11:45:00+00:00;0.0198;-0.1764
2021-05-17 12:00:00+00:00;-0.0198;-0.6966
2021-05-17 12:15:00+00:00;-0.0903;0.0368
2021-05-17 12:30:00+00:00;-0.011;-0.2574
2021-05-17 12:45:00+00:00;-0.0264;-0.2413
2021-05-17 13:00:00+00:00;-0.0154;-0.0153
2021-05-17 13:15:00+00:00;-0.0264;0.2446
2021-05-17 13:30:00+00:00;-0.011;-0.1726
2021-05-17 13:45:00+00:00;-0.0639;-0.1866
2021-05-17 14:00:00+00:00;-0.0639;0.2059
2021-05-17 14:15:00+00:00;-0.033;0.135
2021-05-17 14:30:00+00:00;0.011;-0.1082
2021-05-17 14:45:00+00:00;0.0088;-0.2542
2021-05-17 15:00:00+00:00;0.0066;-0.4894
2021-05-17 15:15:00+00:00;-0.0132;-0.9103
2021-05-17 15:30:00+00:00;-0.1476;-0.5323
2021-05-17 15:45:00+00:00;-0.0859;-0.1823
2021-05-17 16:00:00+00:00;-0.0242;-0.3552
2021-05-17 16:15:00+00:00;-0.0088;-0.4368
2021-05-17 16:30:00+00:00;0.0066;-0.556
2021-05-17 16:45:00+00:00;-0.011;-0.6258
2021-05-17 17:00:00+00:00;-0.0419;-0.811
2021-05-17 17:15:00+00:00;-0.0749;-0.6617
2021-05-17 17:30:00+00:00;-0.0903;-0.7477
2021-05-17 17:45:00+00:00;-0.0903;-0.8636
2021-05-17 18:00:00+00:00;-0.0991;-0.9468
2021-05-17 18:15:00+00:00;-0.1101;-0.9501
2021-05-17 18:30:00+00:00;-0.1079;-0.9844
2021-05-17 18:45:00+00:00;-0.1013;-0.9941
2021-05-17 19:00:00+00:00;-0.0947;-0.9952
2021-05-17 19:15:00+00:00;-0.1079;-0.9952
2021-05-17 19:30:00+00:00;-0.1256;-0.9968
2021-05-17 19:45:00+00:00;-0.1322;-0.9968
2021-05-17 20:00:00+00:00;-0.1167;-0.9968
2021-05-17 20:15:00+00:00;-0.1322;-0.9957
2021-05-17 20:30:00+00:00;-0.1564;-0.9941
2021-05-17 20:45:00+00:00;-0.1894;-0.9962
2021-05-17 21:00:00+00:00;-0.2004;-0.9968
2021-05-17 21:15:00+00:00;-0.2026;-0.9968
2021-05-17 21:30:00+00:00;-0.2004;-0.9968
2021-05-17 21:45:00+00:00;-0.1894;-0.9968
2021-05-17 22:00:00+00:00;-0.1916;-0.9968
2021-05-17 22:15:00+00:00;-0.1916;-0.9968
2021-05-17 22:30:00+00:00;-0.1872;-0.9968
2021-05-17 22:45:00+00:00;-0.185;-0.9979
2021-05-17 23:00:00+00:00;-0.174;-0.9968
2021-05-17 23:15:00+00:00;-0.1806;-0.9968
2021-05-17 23:30:00+00:00;-0.1828;-0.9968
2021-05-17 23:45:00+00:00;-0.1784;-0.9957
2021-05-18 00:00:00+00:00;-0.2004;-0.9957
2021-05-18 00:15:00+00:00;-0.2181;-0.9968
2021-05-18 00:30:00+00:00;-0.2225;-0.9968
2021-05-18 00:45:00+00:00;-0.2291;-0.9968
2021-05-18 01:00:00+00:00;-0.2225;-0.9968
2021-05-18 01:15:00+00:00;-0.2203;-0.9968
2021-05-18 01:30:00+00:00;-0.2137;-0.9968
2021-05-18 01:45:00+00:00;-0.2137;-0.9968
2021-05-18 02:00:00+00:00;-0.2048;-0.9968
2021-05-18 02:15:00+00:00;-0.2004;-0.9968
2021-05-18 02:30:00+00:00;-0.2093;-0.9968
2021-05-18 02:45:00+00:00;-0.2115;-0.9968
2021-05-18 03:00:00+00:00;-0.2093;-0.9968
2021-05-18 03:15:00+00:00;-0.2093;-0.9968
2021-05-18 03:30:00+00:00;-0.2048;-0.9952
2021-05-18 03:45:00+00:00;-0.2137;-0.9952
2021-05-18 04:00:00+00:00;-0.2137;-0.9936
2021-05-18 04:15:00+00:00;-0.207;-0.9882
2021-05-18 04:30:00+00:00;-0.2093;-0.9903
2021-05-18 04:45:00+00:00;-0.2203;-0.986
2021-05-18 05:00:00+00:00;-0.2181;-0.9522
2021-05-18 05:15:00+00:00;-0.207;-0.891
2021-05-18 05:30:00+00:00;-0.196;-0.8642
2021-05-18 05:45:00+00:00;-0.1916;-0.7879
2021-05-18 06:00:00+00:00;-0.1784;-0.7079
2021-05-18 06:15:00+00:00;-0.1696;-0.7315
2021-05-18 06:30:00+00:00;-0.1696;-0.7729
2021-05-18 06:45:00+00:00;-0.1718;-0.7579
2021-05-18 07:00:00+00:00;-0.1916;-0.818
2021-05-18 07:15:00+00:00;-0.2026;-0.7826
2021-05-18 07:30:00+00:00;-0.196;-0.7246
2021-05-18 07:45:00+00:00;-0.1872;-0.5334
2021-05-18 08:00:00+00:00;-0.1828;-0.6585
2021-05-18 08:15:00+00:00;-0.1784;-0.6553
2021-05-18 08:30:00+00:00;-0.174;-0.7187
2021-05-18 08:45:00+00:00;-0.1762;-0.4588
2021-05-18 09:00:00+00:00;-0.1476;0.2279
2021-05-18 09:15:00+00:00;-0.1057;0.0325
2021-05-18 09:30:00+00:00;-0.0771;-0.3858
2021-05-18 09:45:00+00:00;-0.0859;-0.374
2021-05-18 10:00:00+00:00;-0.0991;-0.4497
2021-05-18 10:15:00+00:00;-0.0903;-0.1136
2021-05-18 10:30:00+00:00;-0.1035;0.4609
2021-05-18 10:45:00+00:00;-0.0837;0.5426
2021-05-18 11:00:00+00:00;-0.0198;0.1039
2021-05-18 11:15:00+00:00;-0.0374;-0.6317
2021-05-18 11:30:00+00:00;-0.1652;-0.6322
2021-05-18 11:45:00+00:00;-0.1432;-0.3573
2021-05-18 12:00:00+00:00;-0.1035;0.477
2021-05-18 12:15:00+00:00;-0.0396;0.2988
2021-05-18 12:30:00+00:00;-0.0286;0.1001
2021-05-18 12:45:00+00:00;0.0066;0.0013
2021-05-18 13:00:00+00:00;-0.0022;-0.5023
2021-05-18 13:15:00+00:00;-0.0286;-0.455
2021-05-18 13:30:00+00:00;-0.0242;0.1479
2021-05-18 13:45:00+00:00;0.022;-0.1431
2021-05-18 14:00:00+00:00;0.0463;-0.0894
2021-05-18 14:15:00+00:00;0.0551;-0.1979
2021-05-18 14:30:00+00:00;0.0639;-0.1748
2021-05-18 14:45:00+00:00;0.0485;-0.1544
2021-05-18 15:00:00+00:00;0.0551;-0.3278
2021-05-18 15:15:00+00:00;0.0507;-0.4685
2021-05-18 15:30:00+00:00;0.033;-0.5007
2021-05-18 15:45:00+00:00;0.0529;-0.5318
2021-05-18 16:00:00+00:00;0.033;-0.5125
2021-05-18 16:15:00+00:00;0.0507;-0.4631
2021-05-18 16:30:00+00:00;0.0507;-0.6263
2021-05-18 16:45:00+00:00;0.0352;-0.7004
2021-05-18 17:00:00+00:00;0.011;-0.811
2021-05-18 17:15:00+00:00;-0.0066;-0.8314
2021-05-18 17:30:00+00:00;-0.0154;-0.8808
2021-05-18 17:45:00+00:00;-0.0286;-0.9227
2021-05-18 18:00:00+00:00;-0.0683;-0.9576
2021-05-18 18:15:00+00:00;-0.0749;-0.9769
2021-05-18 18:30:00+00:00;-0.0551;-0.9871
2021-05-18 18:45:00+00:00;-0.0837;-0.9925
2021-05-18 19:00:00+00:00;-0.0815;-0.9957
2021-05-18 19:15:00+00:00;-0.0903;-0.9968
2021-05-18 19:30:00+00:00;-0.1211;-0.9952
2021-05-18 19:45:00+00:00;-0.13;-0.9962
2021-05-18 20:00:00+00:00;-0.13;-0.9968
2021-05-18 20:15:00+00:00;-0.1564;-0.9957
2021-05-18 20:30:00+00:00;-0.1696;-0.9968
2021-05-18 20:45:00+00:00;-0.1586;-0.9968
2021-05-18 21:00:00+00:00;-0.1696;-0.9957
2021-05-18 21:15:00+00:00;-0.1894;-0.9968
2021-05-18 21:30:00+00:00;-0.1696;-0.9968
2021-05-18 21:45:00+00:00;-0.196;-0.9968
2021-05-18 22:00:00+00:00;-0.1872;-0.9968
2021-05-18 22:15:00+00:00;-0.1894;-0.9968
2021-05-18 22:30:00+00:00;-0.1872;-0.9968
2021-05-18 22:45:00+00:00;-0.185;-0.9968
2021-05-18 23:00:00+00:00;-0.1916;-0.9962
2021-05-18 23:15:00+00:00;-0.207;-0.9952
2021-05-18 23:30:00+00:00;-0.2137;-0.9968
2021-05-18 23:45:00+00:00;-0.2247;-0.9968
2021-05-19 00:00:00+00:00;-0.2313;-0.9962
2021-05-19 00:15:00+00:00;-0.2445;-0.9962
2021-05-19 00:30:00+00:00;-0.2533;-0.9968
2021-05-19 00:45:00+00:00;-0.2577;-0.9968
2021-05-19 01:00:00+00:00;-0.2577;-0.9968
2021-05-19 01:15:00+00:00;-0.2643;-0.9968
2021-05-19 01:30:00+00:00;-0.2621;-0.9968
2021-05-19 01:45:00+00:00;-0.2643;-0.9968
2021-05-19 02:00:00+00:00;-0.2709;-0.9968
2021-05-19 02:15:00+00:00;-0.2687;-0.9968
2021-05-19 02:30:00+00:00;-0.2841;-0.9968
2021-05-19 02:45:00+00:00;-0.2775;-0.9968
2021-05-19 03:00:00+00:00;-0.2797;-0.9968
2021-05-19 03:15:00+00:00;-0.2731;-0.9968
2021-05-19 03:30:00+00:00;-0.2709;-0.9968
2021-05-19 03:45:00+00:00;-0.2599;-0.9957
2021-05-19 04:00:00+00:00;-0.2577;-0.9866
2021-05-19 04:15:00+00:00;-0.2599;-0.9737
2021-05-19 04:30:00+00:00;-0.2533;-0.9366
2021-05-19 04:45:00+00:00;-0.2423;-0.9184
2021-05-19 05:00:00+00:00;-0.2401;-0.9232
2021-05-19 05:15:00+00:00;-0.2401;-0.8846
2021-05-19 05:30:00+00:00;-0.2313;-0.7987
2021-05-19 05:45:00+00:00;-0.2181;-0.7922
2021-05-19 06:00:00+00:00;-0.2137;-0.9125
2021-05-19 06:15:00+00:00;-0.2093;-0.847
2021-05-19 06:30:00+00:00;-0.2048;-0.7493
2021-05-19 06:45:00+00:00;-0.196;-0.7503
2021-05-19 07:00:00+00:00;-0.1872;-0.5415
2021-05-19 07:15:00+00:00;-0.1718;-0.1259
2021-05-19 07:30:00+00:00;-0.1167;0.0019
2021-05-19 07:45:00+00:00;-0.1167;-0.1817
2021-05-19 08:00:00+00:00;-0.1035;-0.7434
2021-05-19 08:15:00+00:00;-0.141;-0.8357
2021-05-19 08:30:00+00:00;-0.1608;-0.7691
2021-05-19 08:45:00+00:00;-0.1432;-0.5705
2021-05-19 09:00:00+00:00;-0.1344;-0.556
2021-05-19 09:15:00+00:00;-0.1762;-0.6472
2021-05-19 09:30:00+00:00;-0.1828;-0.3793
2021-05-19 09:45:00+00:00;-0.1498;-0.2623
2021-05-19 10:00:00+00:00;-0.13;-0.2784
2021-05-19 10:15:00+00:00;-0.13;0.3938
2021-05-19 10:30:00+00:00;-0.0859;0.5044
2021-05-19 10:45:00+00:00;-0.0793;0.5313
2021-05-19 11:00:00+00:00;-0.0374;0.6719
2021-05-19 11:15:00+00:00;0.0066;0.76
2021-05-19 11:30:00+00:00;-0.0066;0.6075
2021-05-19 11:45:00+00:00;-0.0242;0.5839
2021-05-19 12:00:00+00:00;-0.0198;0.5651
2021-05-19 12:15:00+00:00;-0.011;0.6242
2021-05-19 12:30:00+00:00;-0.0066;0.5281
2021-05-19 12:45:00+00:00;0.0242;0.047
2021-05-19 13:00:00+00:00;0.0242;-0.004
2021-05-19 13:15:00+00:00;0.0044;-0.8599
2021-05-19 13:30:00+00:00;-0.1872;-0.9189
2021-05-19 13:45:00+00:00;-0.2048;-0.8749
2021-05-19 14:00:00+00:00;-0.1872;-0.7353
2021-05-19 14:15:00+00:00;-0.1718;-0.5914
2021-05-19 14:30:00+00:00;-0.1432;-0.4518
2021-05-19 14:45:00+00:00;-0.1388;-0.2177
2021-05-19 15:00:00+00:00;-0.1256;-0.5436
2021-05-19 15:15:00+00:00;-0.1211;-0.302
2021-05-19 15:30:00+00:00;-0.0815;-0.36
2021-05-19 15:45:00+00:00;-0.0881;-0.4717
2021-05-19 16:00:00+00:00;-0.1079;-0.3922
2021-05-19 16:15:00+00:00;-0.1035;-0.7562
2021-05-19 16:30:00+00:00;-0.1432;-0.9383
2021-05-19 16:45:00+00:00;-0.1542;-0.963
2021-05-19 17:00:00+00:00;-0.1872;-0.9581
2021-05-19 17:15:00+00:00;-0.2335;-0.9667
2021-05-19 17:30:00+00:00;-0.2445;-0.9592
2021-05-19 17:45:00+00:00;-0.2533;-0.9077
2021-05-19 18:00:00+00:00;-0.2489;-0.8319
2021-05-19 18:15:00+00:00;-0.2423;-0.905
2021-05-19 18:30:00+00:00;-0.2445;-0.9479
2021-05-19 18:45:00+00:00;-0.2555;-0.9694
2021-05-19 19:00:00+00:00;-0.2577;-0.993
2021-05-19 19:15:00+00:00;-0.2577;-0.9952
2021-05-19 19:30:00+00:00;-0.2974;-0.9957
2021-05-19 19:45:00+00:00;-0.304;-0.9979
2021-05-19 20:00:00+00:00;-0.2797;-0.9968
2021-05-19 20:15:00+00:00;-0.2797;-0.9968
2021-05-19 20:30:00+00:00;-0.2974;-0.9962
2021-05-19 20:45:00+00:00;-0.3084;-0.9962
2021-05-19 21:00:00+00:00;-0.3062;-0.9973
2021-05-19 21:15:00+00:00;-0.2841;-0.9984
2021-05-19 21:30:00+00:00;-0.2753;-0.9968
2021-05-19 21:45:00+00:00;-0.2731;-0.9968
2021-05-19 22:00:00+00:00;-0.2753;-0.9968
2021-05-19 22:15:00+00:00;-0.2731;-0.9968
2021-05-19 22:30:00+00:00;-0.2577;-0.9968
2021-05-19 22:45:00+00:00;-0.2555;-0.9968
2021-05-19 23:00:00+00:00;-0.2577;-0.9968
2021-05-19 23:15:00+00:00;-0.2555;-0.9968
2021-05-19 23:30:00+00:00;-0.2621;-0.9962
2021-05-19 23:45:00+00:00;-0.2599;-0.9962
2021-05-20 00:00:00+00:00;-0.2621;-0.9968
2021-05-20 00:15:00+00:00;-0.2599;-0.9968
2021-05-20 00:30:00+00:00;-0.2621;-0.9968
2021-05-20 00:45:00+00:00;-0.2665;-0.9968
2021-05-20 01:00:00+00:00;-0.2577;-0.9968
2021-05-20 01:15:00+00:00;-0.2621;-0.9968
2021-05-20 01:30:00+00:00;-0.2621;-0.9968
2021-05-20 01:45:00+00:00;-0.2599;-0.9968
2021-05-20 02:00:00+00:00;-0.2621;-0.9968
2021-05-20 02:15:00+00:00;-0.2577;-0.9968
2021-05-20 02:30:00+00:00;-0.2533;-0.9957
2021-05-20 02:45:00+00:00;-0.2577;-0.9968
2021-05-20 03:00:00+00:00;-0.2533;-0.9968
2021-05-20 03:15:00+00:00;-0.2555;-0.9968
2021-05-20 03:30:00+00:00;-0.2621;-0.9962
2021-05-20 03:45:00+00:00;-0.2599;-0.993
2021-05-20 04:00:00+00:00;-0.2577;-0.9866
2021-05-20 04:15:00+00:00;-0.2599;-0.9769
2021-05-20 04:30:00+00:00;-0.2533;-0.9592
2021-05-20 04:45:00+00:00;-0.2489;-0.9431
2021-05-20 05:00:00+00:00;-0.2445;-0.9281
2021-05-20 05:15:00+00:00;-0.2467;-0.9205
2021-05-20 05:30:00+00:00;-0.2401;-0.9103
2021-05-20 05:45:00+00:00;-0.2423;-0.8824
2021-05-20 06:00:00+00:00;-0.2313;-0.8856
2021-05-20 06:15:00+00:00;-0.2291;-0.8577
2021-05-20 06:30:00+00:00;-0.2269;-0.8336
2021-05-20 06:45:00+00:00;-0.2247;-0.8314
2021-05-20 07:00:00+00:00;-0.2181;-0.7756
2021-05-20 07:15:00+00:00;-0.2203;-0.7519
2021-05-20 07:30:00+00:00;-0.2225;-0.6591
2021-05-20 07:45:00+00:00;-0.2026;-0.2757
2021-05-20 08:00:00+00:00;-0.1652;-0.0588
2021-05-20 08:15:00+00:00;-0.152;0.0475
2021-05-20 08:30:00+00:00;-0.1211;-0.3514
2021-05-20 08:45:00+00:00;-0.1476;-0.0185
2021-05-20 09:00:00+00:00;-0.1123;-0.2193
2021-05-20 09:15:00+00:00;-0.1123;-0.04
2021-05-20 09:30:00+00:00;-0.0595;0.0776
2021-05-20 09:45:00+00:00;-0.0771;-0.2016
2021-05-20 10:00:00+00:00;-0.0683;-0.0448
2021-05-20 10:15:00+00:00;-0.0749;0.054
2021-05-20 10:30:00+00:00;-0.0639;0.2387
2021-05-20 10:45:00+00:00;-0.033;-0.396
2021-05-20 11:00:00+00:00;-0.0639;-0.7047
2021-05-20 11:15:00+00:00;-0.0727;-0.5093
2021-05-20 11:30:00+00:00;-0.0595;-0.2902
2021-05-20 11:45:00+00:00;-0.033;-0.0851
2021-05-20 12:00:00+00:00;-0.0198;-0.1458
2021-05-20 12:15:00+00:00;-0.022;-0.3509
2021-05-20 12:30:00+00:00;-0.0507;-0.426
2021-05-20 12:45:00+00:00;-0.0374;-0.1855
2021-05-20 13:00:00+00:00;0.011;-0.0142
2021-05-20 13:15:00+00:00;-0.0022;-0.2301
2021-05-20 13:30:00+00:00;-0.011;0.2113
2021-05-20 13:45:00+00:00;0.0639;0.3348
2021-05-20 14:00:00+00:00;0.0947;0.1452
2021-05-20 14:15:00+00:00;0.0727;0.171
2021-05-20 14:30:00+00:00;0.0683;0.149
2021-05-20 14:45:00+00:00;0.1057;0.0266
2021-05-20 15:00:00+00:00;0.0727;-0.1474
2021-05-20 15:15:00+00:00;0.0727;-0.2193
2021-05-20 15:30:00+00:00;0.0727;-0.2102
2021-05-20 15:45:00+00:00;0.0771;-0.3766
2021-05-20 16:00:00+00:00;0.0771;-0.5211
2021-05-20 16:15:00+00:00;0.0749;-0.5082
2021-05-20 16:30:00+00:00;0.0815;-0.6295
2021-05-20 16:45:00+00:00;0.0683;-0.6306
